"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",0.0604632143702376,0.138364343060206,10
"2","default_glm","roc_auc",0.557877520967481,0.0275909038032137,10
"3","default_glm","tss_max",0.241984637120498,0.0337075785674558,10
"4","default_rf","boyce_cont",-0.007099410409105,0.162842732989005,10
"5","default_rf","roc_auc",0.494568825593183,0.0298901197499437,10
"6","default_rf","tss_max",0.176045746142205,0.0363852895667864,10
"7","default_gbm","boyce_cont",0.271780293216045,0.166114814435252,10
"8","default_gbm","roc_auc",0.510794612660785,0.0252503543039643,10
"9","default_gbm","tss_max",0.187866571905458,0.0359568722356423,10
"10","default_maxent","boyce_cont",0.00452934564486947,0.168704647050411,10
"11","default_maxent","roc_auc",0.541375604537036,0.0241044404997718,10
"12","default_maxent","tss_max",0.233883580996042,0.0254255815834486,10
